id,user_id,fleet_data,faction,fleet_name,created_at,updated_at,commander,points,date_added,legends,legacy,old_legacy,arc,shared,numerical_id
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: Most Wanted
Defense: Asteroid Tactics
Navigation: Doomed Station

Onager-class Testbed (116)
• General Romodi (28)
• Governor Pryce (6)
• Gunnery Chief Varnillian (6)
• Veteran Gunners (5)
• Medical Team (1)
• Orbital Bombardment Particle Cannons (5)
= 167 Points

Imperial II-class Star Destroyer (120)
• Emperor Palpatine (3)
• Boarding Troopers (3)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 146 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Tel Trevura - JumpMaster 5000 (17)
= 86 Points

Total Points: 392",Empire,,,,General Romodi,392,,,,,,,547
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Interdictor Suppression Refit (90)
• General Romodi (28)
• Captain Needa (2)
• Auxiliary Shields Team (3)
• Disposable Capacitors (3)
• Point Defense Ion Cannons (6)
• G7-X Grav Well Projector (2)
• Grav Shift Reroute (2)
= 136 Points

Onager-class Testbed (116)
• Rakehell (4)
• Governor Pryce (6)
• Sensor Team (5)
• Veteran Gunners (5)
• Medical Team (1)
• Orbital Bombardment Particle Cannons (5)
= 142 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Firespray-31 (18)
• Hondo Ohnaka - Slave I (24)
• Maarek Stele - TIE Defender Squadron (21)
• Morna Kee - VT-49 Decimator (27)
• Saber Squadron - TIE Interceptor Squadron (12)
= 125 Points

Total Points: 397",Empire,,,,General Romodi,397,,,,,,,548
,,"Name: 
Faction: Rebel
Commander: Admiral Raddus (26)

Assault: 
Defense: 
Navigation: 

Assault Frigate Mark II B (72)
• Admiral Raddus (26)
• Gallant Haven (8)
• Toryn Farr (7)
• Flag Bridge (0)
• Electronic Countermeasures (7)
• Intensify Firepower! (6)
= 126 Points

MC75 Ordnance Cruiser (95)
• Aspiration (3)
• Raymus Antilles (7)
• Caitken and Shollan (6)
• Electronic Countermeasures (7)
• External Racks (4)
• Expanded Launchers (8)
= 130 Points

Squadrons:
• Gold Squadron - Y-Wing Squadron (12)
• Hera Syndulla - Ghost (28)
• Lando Calrissian - Millennium Falcon (24)
• 2 x Scurrg H-6 Bomber (32)
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
= 129 Points

Total Points: 394",Rebel,,,,Admiral Raddus,394,,,,,,,549
,,"Name: 
Faction: Separatist
Commander: Admiral Trench (32)

Assault: 
Defense: 
Navigation: 

Recusant-class Light Destroyer (85)
• Admiral Trench (32)
• Nova Defiant (4)
• Shu Mai (4)
• Gunnery Team (7)
• Reserve Hangar Deck (4)
• Swivel-Mount Batteries (8)
• Assault Proton Torpedoes (4)
= 148 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Tikkes (2)
• Veteran Gunners (5)
• Reserve Hangar Deck (4)
• Swivel-Mount Batteries (8)
• Assault Proton Torpedoes (4)
= 114 Points

Gozanti-class Cruisers {CIS} (24)
• Hondo Ohnaka (2)
• Flight Controllers (6)
= 32 Points

Squadrons:
• DBS-404 - Hyena-class Droid Bomber Squadron (17)
• 2 x Droid Tri-Fighter Squadron (22)
• 2 x Hyena-class Droid Bomber Squadron (22)
• 5 x Vulture-class Droid Fighter Squadron (40)
= 101 Points

Total Points: 400",Separatist,,,,Admiral Trench,400,,,,,,,550
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Chimaera (4)
• Expert Shield Tech (5)
• Local Fire Control (4)
• Flak Guns (3)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Entrapment Formation! (5)
= 185 Points

Imperial Star Destroyer Kuat Refit (112)
• Sovereign (4)
• Emperor Palpatine (3)
• Local Fire Control (4)
• Flak Guns (3)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Ordnance Pods (3)
= 142 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Parts Resupply (3)
= 30 Points

Squadrons:
• Mauler Mithel - TIE Fighter Squadron (15)
• Soontir Fel - TIE Interceptor Squadron (18)
• Tel Trevura - JumpMaster 5000 (17)
= 50 Points

Total Points: 400",Empire,,,,Admiral Motti,400,,,,,,,551
,,"Name: 
Faction: Empire
Commander: Admiral Ozzel (20)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Ozzel (20)
• Captain Needa (2)
• Flight Controllers (6)
• Electronic Countermeasures (7)
• XI7 Turbolasers (6)
= 161 Points

Arquitens-class Command Cruiser (55)
• Commander Woldar (4)
• Fighter Coordination Team (3)
• Quad Battery Turrets (5)
= 67 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
= 27 Points

Squadrons:
• 3 x Lambda-class Shuttle (45)
• Maarek Stele - TIE Defender Squadron (21)
• Major Rhymer - TIE Bomber Squadron (16)
• Moralo Eval - YV-666 (22)
• Tel Trevura - JumpMaster 5000 (17)
• Tempest Squadron - TIE Advanced Squadron (13)
= 134 Points

Total Points: 390",Empire,,,,Admiral Ozzel,390,,,,,,,552
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Starhawk-class Battleship Mark I (140)
• Kyrsta Agate (25)
• Concord (12)
• Raymus Antilles (7)
• Walex Blissex (5)
• Boarding Troopers (3)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Magnite Crystal Tractor Beam Array (10)
= 215 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
= 28 Points

GR-75 Medium Transports (18)
• Ahsoka Tano (2)
= 20 Points

Squadrons:
• Lando Calrissian - Millennium Falcon (24)
• VCX-100 Freighter (15)
• 6 x YT-2400 (96)
= 135 Points

Total Points: 390",Rebel,,,,Krysta Agate,390,,,,,,,553
,,"Name: 
Faction: Separatist
Commander: Admiral Trench (32)

Assault: 
Defense: 
Navigation: 

Providence-class Dreadnought (97)
• Admiral Trench (32)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 151 Points

Hardcell-class Transport (47)
• Hondo Ohnaka (2)
• Tikkes (2)
• Comms Net (2)
= 53 Points

Hardcell-class Transport (47)
• Bomber Command Center (8)
= 55 Points

Squadrons:
• Baktoid Prototypes - Hyena-class Droid Bomber Squadron (16)
• DBS-404 - Hyena-class Droid Bomber Squadron (17)
• DFS-311 - Vulture-class Droid Fighter Squadron (16)
• 2 x Hyena-class Droid Bomber Squadron (22)
• 4 x Vulture-class Droid Fighter Squadron (32)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 121 Points

Total Points: 396",Separatist,,,,Admiral Trench,396,,,,,,,554
,,"Name: 
Faction: Rebel
Commander: Admiral Raddus (26)

Assault: 
Defense: 
Navigation: 

MC80 Battle Cruiser (103)
• Admiral Raddus (26)
• MC80 Star Cruiser (96)
• Intel Officer (7)
• Caitken and Shollan (6)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Spinal Armament (9)
= 260 Points

MC75 Ordnance Cruiser (95)
• Profundity (7)
• Intel Officer (7)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• Expanded Launchers (8)
• External Racks (4)
= 132 Points

Hammerhead Torpedo Corvette (36)
• Garel's Honor (4)
• Intel Officer (7)
• Ordnance Experts (4)
• External Racks (4)
= 55 Points

Squadrons:
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
= 33 Points

Total Points: 395",Rebel,,,,Admiral Raddus,395,,,,,,,555
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Acclamator I-class Assault Ship (64)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Adi Gallia (3)
• Local Fire Control (4)
• Flak Guns (3)
• Flag Bridge (0)
• DBY-827 Heavy Turbolasers (3)
• Mercy Mission (5)
= 100 Points

Venator I-class Star Destroyer (90)
• Tranquility (7)
• Local Fire Control (4)
• Flak Guns (3)
• DBY-827 Heavy Turbolasers (3)
• Intensify Firepower! (6)
= 113 Points

Victory I-class Star Destroyer {GAR} (73)
• Boarding Troopers (3)
• Projection Experts (6)
= 82 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Hondo Ohnaka (2)
• Comms Net (2)
= 42 Points

Squadrons:
• Axe - V-19 Torrent Squadron (17)
• 3 x V-19 Torrent Squadron (36)
= 53 Points

Total Points: 396",Republic,,,,Anakin Skywalker,396,,,,,,,556
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

MC80 Battle Cruiser (103)
• Kyrsta Agate (25)
• Mon Karren (6)
• Raymus Antilles (7)
• Caitken and Shollan (6)
• Nav Team (4)
• Spinal Armament (9)
= 160 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Ahsoka Tano (2)
• Turbolaser Reroute Circuits (7)
= 58 Points

CR90 Corvette A (44)
• Turbolaser Reroute Circuits (7)
= 51 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
• Parts Resupply (3)
= 35 Points

Squadrons:
• A-wing Squadron (11)
• Dash Rendar - Outrider (24)
• Dutch Vander - Y-Wing Squadron (16)
• Lando Calrissian - Millennium Falcon (24)
• Rogue Squadron - X-wing Squadron (14)
• YT-2400 (16)
= 105 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,557
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Interdictor Suppression Refit (90)
• General Romodi (28)
• Interdictor Suppression Refit (90)
• Captain Brunson (9)
• Disposable Capacitors (3)
• Targeting Scrambler (5)
• Grav Shift Reroute (2)
= 227 Points

Arquitens-class Light Cruiser (52)
• Linked Turbolaser Towers (7)
= 59 Points

Arquitens-class Light Cruiser (52)
• Linked Turbolaser Towers (7)
= 59 Points

Gozanti-class Cruisers (23)
• Munitions Resupply (3)
= 26 Points

Gozanti-class Cruisers (23)
= 23 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Morna Kee - VT-49 Decimator (27)
= 96 Points

Total Points: 396",Empire,,,,General Romodi,396,,,,,,,558
,,"Name: 
Faction: Rebel
Commander: Garm Bel Iblis (25)

Assault: 
Defense: 
Navigation: 

MC80 Star Cruiser (96)
• Garm Bel Iblis (25)
• Mon Karren (6)
• Nav Team (4)
• Dual Turbolaser Turrets (4)
= 135 Points

Nebulon-B Escort Frigate (57)
• Yavaris (5)
= 62 Points

Modified Pelta-class Command Ship (60)
• Ahsoka Tano (2)
• Fighter Coordination Team (3)
• Intensify Firepower! (6)
= 71 Points

GR-75 Combat Retrofits (24)
• Bright Hope (2)
• Wedge Antilles (4)
= 30 Points

Squadrons:
• Fenn Rau - Mandalorian Gauntlet Fighter (24)
• Hera Syndulla - X-wing Squadron (23)
• VCX-100 Freighter (15)
• 3 x X-wing Squadron (39)
= 101 Points

Total Points: 400",Rebel,,,,Garm Bel Iblis,400,,,,,,,559
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Cymoon 1 Refit (112)
• General Romodi (28)
• Intel Officer (7)
• Gunnery Team (7)
• XI7 Turbolasers (6)
• Spinal Armament (9)
• Intensify Firepower! (6)
= 175 Points

Imperial Star Destroyer Cymoon 1 Refit (112)
• Intel Officer (7)
• Gunnery Team (7)
• XI7 Turbolasers (6)
• Spinal Armament (9)
= 141 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Howlrunner - TIE Fighter Squadron (16)
• Saber Squadron - TIE Interceptor Squadron (12)
• 3 x TIE Advanced Squadron (36)
= 64 Points

Total Points: 397",Empire,,,,General Romodi,397,,,,,,,560
,,"Name: 
Faction: Republic
Commander: Luminara Unduli - Delta-7 Aethersprite Squadron (23)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Luminara Unduli - Delta-7 Aethersprite Squadron (23)
• Tranquility (7)
• Barriss Offee (6)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Thermal Shields (5)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 163 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Parts Resupply (3)
= 54 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Comms Net (2)
= 53 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 6 x BTL-B Y-wing Squadron (60)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
= 133 Points

Total Points: 399",Republic,,,,Luminara Unduli,399,,,,,,,561
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Starhawk-class Battleship Mark I (140)
• Kyrsta Agate (25)
• Amity (6)
• Raymus Antilles (7)
• Walex Blissex (5)
• Caitken and Shollan (6)
• Expanded Hangar Bay (5)
• Leading Shots (5)
• XI7 Turbolasers (6)
• Magnite Crystal Tractor Beam Array (10)
= 215 Points

GR-75 Medium Transports (18)
• Toryn Farr (7)
• Expanded Hangar Bay (5)
= 30 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Leia Organa (3)
= 23 Points

Squadrons:
• Biggs Darklighter - X-wing Squadron (19)
• Hera Syndulla - X-wing Squadron (23)
• Jan Ors - Moldy Crow (19)
• Luke Skywalker - X-wing Squadron (20)
• 4 x X-wing Squadron (52)
= 133 Points

Total Points: 397",Rebel,,,,Krysta Agate,397,,,,,,,562
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Sloane (24)
• Corvus (2)
= 70 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Skilled First Officer (1)
• Flight Controllers (6)
• Boosted Comms (4)
= 72 Points

Arquitens-class Command Cruiser (55)
• Captain Needa (2)
• Engine Techs (8)
• Centicore (3)
= 68 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• IG-88 - IG-2000 (19)
• Maarek Stele - TIE Defender Squadron (21)
• Saber Squadron - TIE Interceptor Squadron (12)
• 2 x TIE Defender Squadron (32)
• TIE Interceptor Squadron (11)
• Tel Trevura - JumpMaster 5000 (17)
= 135 Points

Total Points: 394",Empire,,,,Admiral Sloane,394,,,,,,,563
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Skilled First Officer (1)
• Local Fire Control (4)
• Thermal Shields (5)
• XI7 Turbolasers (6)
= 134 Points

Venator I-class Star Destroyer (90)
• Tranquility (7)
• Skilled First Officer (1)
• Local Fire Control (4)
• XI7 Turbolasers (6)
• Intensify Firepower! (6)
= 114 Points

Pelta-class Medical Frigate (49)
• Projection Experts (6)
• Munitions Resupply (3)
= 58 Points

Squadrons:
• Axe - V-19 Torrent Squadron (17)
• 3 x BTL-B Y-wing Squadron (30)
• Matchstick - BTL-B Y-wing Squadron (16)
• 2 x V-19 Torrent Squadron (24)
= 87 Points

Total Points: 398",Republic,,,,Anakin Skywalker,398,,,,,,,564
,,"Name: 
Faction: Republic
Commander: Plo Koon - Delta-7 Aethersprite Squadron (24)

Assault: 
Defense: 
Navigation: 

Pelta-class Medical Frigate (49)
• Plo Koon - Delta-7 Aethersprite Squadron (24)
• Clone Navigation Officer (4)
= 77 Points

Venator II-class Star Destroyer (100)
• Triumphant (5)
• Clone Captain Silver (4)
• Ruthless Strategists (4)
• Electronic Countermeasures (7)
• Ordnance Pods (3)
= 123 Points

Pelta-class Transport Frigate (45)
• TB-73 (5)
• Electronic Countermeasures (7)
• Bomber Command Center (8)
= 65 Points

Squadrons:
• Ahsoka Tano - Delta-7 Aethersprite Squadron (23)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• 6 x BTL-B Y-wing Squadron (60)
• Matchstick - BTL-B Y-wing Squadron (16)
• V-19 Torrent Squadron (12)
= 135 Points

Total Points: 400",Republic,,,,Plo Koon,400,,,,,,,565
,,"Name: 
Faction: Separatist
Commander: Mar Tuuk (28)

Assault: 
Defense: 
Navigation: 

Recusant-class Support Destroyer (90)
• Mar Tuuk (28)
• Patriot Fist (6)
• Shu Mai (4)
• Flight Controllers (6)
• Boosted Comms (4)
• Expanded Hangar Bay (5)
• Linked Turbolaser Towers (7)
= 150 Points

Munificent-class Comms Frigate (70)
• Sa Nalaor (5)
• Reserve Hangar Deck (4)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 92 Points

Gozanti-class Cruisers {CIS} (24)
= 24 Points

Squadrons:
• DFS-311 - Vulture-class Droid Fighter Squadron (16)
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 3 x Hyena-class Droid Bomber Squadron (33)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
• 3 x Vulture-class Droid Fighter Squadron (24)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 126 Points

Total Points: 397",Separatist,,,,Mar Tuuk,397,,,,,,,566
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Ravager (4)
• Captain Needa (2)
• Governor Pryce (6)
• Emperor Palpatine (3)
• Local Fire Control (4)
• Quad Laser Turrets (5)
• SW-7 Ion Batteries (5)
• Overload Pulse (6)
• Quad Turbolaser Cannons (10)
• Linked Turbolaser Towers (7)
= 325 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Mauler Mithel - TIE Fighter Squadron (15)
• 3 x TIE Fighter Squadron (24)
= 39 Points

Total Points: 393",Empire,,,,Moff Jerjerrod,393,,,,,,,567
,,"Name: 
Faction: Separatist
Commander: Count Dooku (27)

Assault: 
Defense: 
Navigation: 

Munificent-class Star Frigate (73)
• Count Dooku (27)
• Sa Nalaor (5)
• Wat Tambor (9)
• Medical Team (1)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 133 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Asajj Ventress (2)
• Sensor Team (5)
• B2 Rocket Troopers (7)
• External Racks (4)
• XI7 Turbolasers (6)
= 115 Points

Hardcell-class Transport (47)
• Tikkes (2)
• Comms Net (2)
= 51 Points

Hardcell-class Battle Refit (50)
= 50 Points

Squadrons:
• 4 x Vulture-class Droid Fighter Squadron (32)
= 32 Points

Total Points: 382",Separatist,,,,Count Dooku,382,,,,,,,568
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Cymoon 1 Refit (112)
• Admiral Sloane (24)
• Relentless (3)
• Boosted Comms (4)
• Heavy Turbolaser Turrets (4)
• XI7 Turbolasers (6)
= 153 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Stronghold (3)
• Flight Commander (3)
• Flight Controllers (6)
• Boosted Comms (4)
• Expanded Hangar Bay (5)
= 75 Points

Gozanti-class Assault Carriers (26)
• Suppressor (4)
• Emperor Palpatine (3)
• Comms Net (2)
= 35 Points

Squadrons:
• Dengar - Punishing One (20)
• Howlrunner - TIE Fighter Squadron (16)
• 9 x TIE Fighter Squadron (72)
• 2 x TIE Interceptor Squadron (22)
= 130 Points

Total Points: 399",Empire,,,,Admiral Sloane,399,,,,,,,569
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

MC30c Torpedo Frigate (63)
• Kyrsta Agate (25)
• Foresight (10)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• External Racks (4)
• H9 Turbolasers (8)
= 126 Points

MC30c Torpedo Frigate (63)
• Admonition (10)
• Lando Calrissian (4)
• Ordnance Experts (4)
• Advanced Projectors (6)
• External Racks (4)
• H9 Turbolasers (8)
= 99 Points

GR-75 Medium Transports (18)
• Ezra Bridger (3)
• Comms Net (2)
= 23 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
= 32 Points

Squadrons:
• A-wing Squadron (11)
• Fenn Rau - Mandalorian Gauntlet Fighter (24)
• Jan Ors - Moldy Crow (19)
• 2 x Scurrg H-6 Bomber (32)
• Shara Bey - A-wing Squadron (17)
• 4 x Z-95 Headhunter Squadron (28)
= 131 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,570
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Assault Frigate Mark II A (77)
• Kyrsta Agate (25)
• Gallant Haven (8)
• Toryn Farr (7)
• Caitken and Shollan (6)
• Reinforced Blast Doors (5)
• Quad Battery Turrets (5)
= 133 Points

CR90 Corvette B (39)
• Tantive IV (3)
• Raymus Antilles (7)
• Projection Experts (6)
= 55 Points

CR90 Corvette B (39)
• Jaina's Light (5)
= 44 Points

GR-75 Medium Transports (18)
• Adar Tallon (10)
• Boosted Comms (4)
• Bomber Command Center (8)
= 40 Points

Squadrons:
• Dutch Vander - Y-Wing Squadron (16)
• Hera Syndulla - Ghost (28)
• Lando Calrissian - Millennium Falcon (24)
• Rogue Squadron - X-wing Squadron (14)
• 2 x Scurrg H-6 Bomber (32)
• Wedge Antilles - X-wing Squadron (19)
= 133 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,571
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Onager-class Testbed (116)
• General Romodi (28)
• Governor Pryce (6)
• Sensor Team (5)
• Veteran Gunners (5)
• Orbital Bombardment Particle Cannons (5)
= 165 Points

Imperial Star Destroyer Kuat Refit (112)
• Admiral Ozzel (2)
• Boarding Troopers (3)
• Electronic Countermeasures (7)
• External Racks (4)
= 128 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Skilled First Officer (1)
• Ordnance Experts (4)
• External Racks (4)
= 75 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• 4 x TIE Fighter Squadron (32)
= 32 Points

Total Points: 399",Empire,,,,General Romodi,399,,,,,,,572
,,"Name: 
Faction: Republic
Commander: Admiral Yularen (24)

Assault: 
Defense: 
Navigation: 

Pelta-class Medical Frigate (49)
• Admiral Yularen (24)
• Clone Navigation Officer (4)
• Fighter Coordination Team (3)
• Boosted Comms (4)
= 84 Points

Pelta-class Medical Frigate (49)
• Clone Navigation Officer (4)
• Fighter Coordination Team (3)
• Boosted Comms (4)
• Bomber Command Center (8)
= 68 Points

Pelta-class Medical Frigate (49)
• Fighter Coordination Team (3)
• Parts Resupply (3)
= 55 Points

Pelta-class Transport Frigate (45)
• TB-73 (5)
• Fighter Coordination Team (3)
= 53 Points

Squadrons:
• 4 x ARC-170 Starfighter Squadron (60)
• Ahsoka Tano - Delta-7 Aethersprite Squadron (23)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Matchstick - BTL-B Y-wing Squadron (16)
• V-19 Torrent Squadron (12)
= 135 Points

Total Points: 393",Republic,,,,Admiral Yularen,393,,,,,,,573
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Onager-class Testbed (116)
• General Romodi (28)
• Intel Officer (7)
• Sensor Team (5)
• Veteran Gunners (5)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 174 Points

Onager-class Testbed (116)
• Cataclysm (5)
• Governor Pryce (6)
• Gunnery Chief Varnillian (6)
• Veteran Gunners (5)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 151 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Reserve Hangar Deck (4)
• Comms Net (2)
= 33 Points

Gozanti-class Cruisers (23)
• Hondo Ohnaka (2)
• Reserve Hangar Deck (4)
• Parts Resupply (3)
= 32 Points

Squadrons:
• Ciena Ree - TIE Interceptor Squadron (17)
• TIE Interceptor Squadron (11)
• Tel Trevura - JumpMaster 5000 (17)
• Valen Rudor - TIE Fighter Squadron (13)
= 58 Points

Total Points: 396",Empire,,,,General Romodi,396,,,,,,,574
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Interdictor Suppression Refit (90)
• General Romodi (28)
• Captain Needa (2)
• Auxiliary Shields Team (3)
• Disposable Capacitors (3)
• Point Defense Ion Cannons (6)
• Grav Shift Reroute (2)
• G7-X Grav Well Projector (2)
= 136 Points

Onager-class Testbed (116)
• Rakehell (4)
• Governor Pryce (6)
• Sensor Team (5)
• Veteran Gunners (5)
• Engine Techs (8)
• Orbital Bombardment Particle Cannons (5)
= 149 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Advanced Squadron (21)
• Firespray-31 (18)
• Hondo Ohnaka - Slave I (24)
• Maarek Stele - TIE Defender Squadron (21)
• Saber Squadron - TIE Interceptor Squadron (12)
= 119 Points

Total Points: 397",Empire,,,,General Romodi,397,,,,,,,575
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Motti (24)
• Corvus (2)
• Ordnance Experts (4)
• External Racks (4)
= 78 Points

Arquitens-class Command Cruiser (55)
• Captain Needa (2)
• Engine Techs (8)
• Reinforced Blast Doors (5)
• Linked Turbolaser Towers (7)
= 77 Points

Arquitens-class Command Cruiser (55)
• Commander Beck (3)
• Engine Techs (8)
• Reinforced Blast Doors (5)
• Linked Turbolaser Towers (7)
= 78 Points

Gozanti-class Cruisers (23)
• Parts Resupply (3)
= 26 Points

Squadrons:
• Black Squadron - TIE Fighter Squadron (9)
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• 2 x Firespray-31 (36)
• Tel Trevura - JumpMaster 5000 (17)
• Tempest Squadron - TIE Advanced Squadron (13)
• Valen Rudor - TIE Fighter Squadron (13)
= 136 Points

Total Points: 400",Empire,,,,Admiral Motti,400,,,,,,,576
